"지역","측정소코드","측정소명","SO2","CO","O3","NO2","PM10","PM25","주소","측정일","측정시간"
"서울",111121,"중구",0.004,0.9,0.002,0.055,41,29,"서울 중구 덕수궁길 15",2016-12-12,"01"
"서울",111121,"중구",0.003,0.7,0.002,0.046,37,29,"서울 중구 덕수궁길 15",2016-12-12,"02"
"서울",111121,"중구",0.003,0.6,0.002,0.046,30,24,"서울 중구 덕수궁길 15",2016-12-12,"03"
"서울",111121,"중구",0.003,0.8,0.002,0.044,35,27,"서울 중구 덕수궁길 15",2016-12-12,"04"
"서울",111121,"중구",0.003,0.6,0.002,0.039,37,32,"서울 중구 덕수궁길 15",2016-12-12,"05"
"서울",111121,"중구",0.003,0.6,0.002,0.041,33,29,"서울 중구 덕수궁길 15",2016-12-12,"06"
"서울",111121,"중구",0.003,0.8,0.002,0.044,34,30,"서울 중구 덕수궁길 15",2016-12-12,"07"
"서울",111121,"중구",0.003,0.7,0.002,0.046,35,26,"서울 중구 덕수궁길 15",2016-12-12,"08"
"서울",111121,"중구",0.003,0.8,0.002,0.05,33,24,"서울 중구 덕수궁길 15",2016-12-12,"09"
"서울",111121,"중구",0.003,0.8,0.003,0.046,35,26,"서울 중구 덕수궁길 15",2016-12-12,"10"
"서울",111121,"중구",0.003,0.8,0.004,0.047,40,29,"서울 중구 덕수궁길 15",2016-12-12,"11"
"서울",111121,"중구",0.004,0.8,0.005,0.049,40,28,"서울 중구 덕수궁길 15",2016-12-12,"12"
"서울",111121,"중구",0.004,0.7,0.004,0.05,46,32,"서울 중구 덕수궁길 15",2016-12-12,"13"
"서울",111121,"중구",0.004,0.8,0.005,0.05,46,33,"서울 중구 덕수궁길 15",2016-12-12,"14"
"서울",111121,"중구",0.004,0.6,0.006,0.047,42,31,"서울 중구 덕수궁길 15",2016-12-12,"15"
"서울",111121,"중구",0.005,0.7,0.003,0.052,44,30,"서울 중구 덕수궁길 15",2016-12-12,"16"
"서울",111121,"중구",0.005,0.7,0.003,0.053,45,34,"서울 중구 덕수궁길 15",2016-12-12,"17"
"서울",111121,"중구",0.005,0.7,0.002,0.057,45,33,"서울 중구 덕수궁길 15",2016-12-12,"18"
"서울",111121,"중구",0.004,0.6,0.002,0.053,45,33,"서울 중구 덕수궁길 15",2016-12-12,"19"
"서울",111121,"중구",0.004,0.6,0.002,0.052,45,35,"서울 중구 덕수궁길 15",2016-12-12,"20"
"서울",111121,"중구",0.005,0.8,0.002,0.058,45,36,"서울 중구 덕수궁길 15",2016-12-12,"21"
"서울",111121,"중구",0.006,1,0.002,0.063,52,42,"서울 중구 덕수궁길 15",2016-12-12,"22"
"서울",111121,"중구",0.006,1.1,0.002,0.066,62,41,"서울 중구 덕수궁길 15",2016-12-12,"23"
"서울",111121,"중구",0.006,1.1,0.002,0.066,58,42,"서울 중구 덕수궁길 15",2016-12-12,"24"
"서울",111122,"한강대로",0.005,1,0.002,0.059,60,NA,"서울 용산구 한강대로 405",2016-12-12,"01"
"서울",111122,"한강대로",0.005,0.8,0.001,0.051,42,NA,"서울 용산구 한강대로 405",2016-12-12,"02"
"서울",111122,"한강대로",0.004,0.6,0.001,0.049,30,NA,"서울 용산구 한강대로 405",2016-12-12,"03"
"서울",111122,"한강대로",0.005,0.7,0.001,0.048,20,NA,"서울 용산구 한강대로 405",2016-12-12,"04"
"서울",111122,"한강대로",0.004,0.6,0.001,0.042,41,NA,"서울 용산구 한강대로 405",2016-12-12,"05"
"서울",111122,"한강대로",0.004,0.6,0.001,0.043,33,NA,"서울 용산구 한강대로 405",2016-12-12,"06"
"서울",111122,"한강대로",0.005,0.6,0.001,0.054,25,NA,"서울 용산구 한강대로 405",2016-12-12,"07"
"서울",111122,"한강대로",0.004,0.7,0.001,0.051,43,NA,"서울 용산구 한강대로 405",2016-12-12,"08"
"서울",111122,"한강대로",0.005,0.9,0.001,0.056,45,NA,"서울 용산구 한강대로 405",2016-12-12,"09"
"서울",111122,"한강대로",0.005,0.8,0.002,0.052,50,NA,"서울 용산구 한강대로 405",2016-12-12,"10"
"서울",111122,"한강대로",0.005,0.9,0.002,0.058,34,NA,"서울 용산구 한강대로 405",2016-12-12,"11"
"서울",111122,"한강대로",0.005,0.8,0.004,0.052,43,NA,"서울 용산구 한강대로 405",2016-12-12,"12"
"서울",111122,"한강대로",0.005,0.8,0.003,0.055,47,NA,"서울 용산구 한강대로 405",2016-12-12,"13"
"서울",111122,"한강대로",0.005,0.8,0.003,0.068,NA,NA,"서울 용산구 한강대로 405",2016-12-12,"14"
"서울",111122,"한강대로",0.006,0.8,0.003,0.05,NA,NA,"서울 용산구 한강대로 405",2016-12-12,"15"
"서울",111122,"한강대로",0.006,0.8,0.002,0.06,NA,NA,"서울 용산구 한강대로 405",2016-12-12,"16"
"서울",111122,"한강대로",0.006,0.7,0.002,0.058,NA,NA,"서울 용산구 한강대로 405",2016-12-12,"17"
"서울",111122,"한강대로",0.007,0.8,0.001,0.059,NA,NA,"서울 용산구 한강대로 405",2016-12-12,"18"
"서울",111122,"한강대로",0.006,0.7,0.001,0.062,NA,NA,"서울 용산구 한강대로 405",2016-12-12,"19"
"서울",111122,"한강대로",0.006,0.8,0.001,0.063,NA,NA,"서울 용산구 한강대로 405",2016-12-12,"20"
"서울",111122,"한강대로",0.007,0.9,0.001,0.073,77,NA,"서울 용산구 한강대로 405",2016-12-12,"21"
"서울",111122,"한강대로",0.007,1,0.001,0.075,71,NA,"서울 용산구 한강대로 405",2016-12-12,"22"
"서울",111122,"한강대로",0.007,1,0.001,0.082,75,NA,"서울 용산구 한강대로 405",2016-12-12,"23"
"서울",111122,"한강대로",0.007,1,0.002,0.081,67,NA,"서울 용산구 한강대로 405",2016-12-12,"24"
"서울",111123,"종로구",0.004,0.9,0.002,0.057,41,32,"서울 종로구 종로35가길 19",2016-12-12,"01"
"서울",111123,"종로구",0.003,0.8,0.002,0.047,37,30,"서울 종로구 종로35가길 19",2016-12-12,"02"
"서울",111123,"종로구",0.003,1,0.002,0.05,36,27,"서울 종로구 종로35가길 19",2016-12-12,"03"
"서울",111123,"종로구",0.003,0.8,0.002,0.043,38,29,"서울 종로구 종로35가길 19",2016-12-12,"04"
"서울",111123,"종로구",0.003,0.7,0.002,0.04,37,28,"서울 종로구 종로35가길 19",2016-12-12,"05"
"서울",111123,"종로구",0.003,0.7,0.002,0.04,37,28,"서울 종로구 종로35가길 19",2016-12-12,"06"
"서울",111123,"종로구",0.003,0.7,0.002,0.044,36,29,"서울 종로구 종로35가길 19",2016-12-12,"07"
"서울",111123,"종로구",0.003,0.6,0.002,0.044,32,27,"서울 종로구 종로35가길 19",2016-12-12,"08"
"서울",111123,"종로구",0.004,0.8,0.002,0.05,32,26,"서울 종로구 종로35가길 19",2016-12-12,"09"
"서울",111123,"종로구",0.004,0.9,0.004,0.047,39,27,"서울 종로구 종로35가길 19",2016-12-12,"10"
"서울",111123,"종로구",0.004,0.8,0.006,0.047,41,29,"서울 종로구 종로35가길 19",2016-12-12,"11"
"서울",111123,"종로구",0.004,0.7,0.006,0.044,42,31,"서울 종로구 종로35가길 19",2016-12-12,"12"
"서울",111123,"종로구",0.004,0.8,0.005,0.05,45,35,"서울 종로구 종로35가길 19",2016-12-12,"13"
"서울",111123,"종로구",0.004,0.7,0.007,0.048,46,33,"서울 종로구 종로35가길 19",2016-12-12,"14"
