"지역","측정소코드","측정소명","SO2","CO","O3","NO2","PM10","PM25","주소","측정일","측정시간"
"서울",111121,"중구",0.004,0.4,0.005,NA,46,22,"서울 중구 덕수궁길 15",2016-08-12,"01"
"서울",111121,"중구",0.004,0.4,0.007,NA,36,33,"서울 중구 덕수궁길 15",2016-08-12,"02"
"서울",111121,"중구",0.004,0.4,0.01,NA,35,26,"서울 중구 덕수궁길 15",2016-08-12,"03"
"서울",111121,"중구",0.004,0.4,0.006,NA,38,28,"서울 중구 덕수궁길 15",2016-08-12,"04"
"서울",111121,"중구",0.004,0.4,0.005,NA,37,26,"서울 중구 덕수궁길 15",2016-08-12,"05"
"서울",111121,"중구",0.004,0.4,0.004,NA,35,28,"서울 중구 덕수궁길 15",2016-08-12,"06"
"서울",111121,"중구",0.004,0.4,0.003,NA,40,27,"서울 중구 덕수궁길 15",2016-08-12,"07"
"서울",111121,"중구",0.004,0.5,0.004,NA,43,27,"서울 중구 덕수궁길 15",2016-08-12,"08"
"서울",111121,"중구",0.004,0.5,0.006,NA,44,29,"서울 중구 덕수궁길 15",2016-08-12,"09"
"서울",111121,"중구",0.004,0.6,0.008,NA,39,16,"서울 중구 덕수궁길 15",2016-08-12,"10"
"서울",111121,"중구",0.004,0.5,0.016,NA,45,12,"서울 중구 덕수궁길 15",2016-08-12,"11"
"서울",111121,"중구",0.004,0.4,0.029,NA,40,17,"서울 중구 덕수궁길 15",2016-08-12,"12"
"서울",111121,"중구",0.004,0.4,0.056,NA,31,16,"서울 중구 덕수궁길 15",2016-08-12,"13"
"서울",111121,"중구",0.004,0.4,0.076,NA,47,20,"서울 중구 덕수궁길 15",2016-08-12,"14"
"서울",111121,"중구",0.004,0.3,0.079,NA,53,16,"서울 중구 덕수궁길 15",2016-08-12,"15"
"서울",111121,"중구",0.004,0.3,0.085,NA,56,21,"서울 중구 덕수궁길 15",2016-08-12,"16"
"서울",111121,"중구",0.004,0.3,0.073,NA,69,21,"서울 중구 덕수궁길 15",2016-08-12,"17"
"서울",111121,"중구",0.004,0.3,0.045,NA,71,22,"서울 중구 덕수궁길 15",2016-08-12,"18"
"서울",111121,"중구",0.004,0.4,0.026,NA,45,18,"서울 중구 덕수궁길 15",2016-08-12,"19"
"서울",111121,"중구",0.004,0.4,0.009,NA,44,35,"서울 중구 덕수궁길 15",2016-08-12,"20"
"서울",111121,"중구",0.004,0.3,0.007,NA,53,8,"서울 중구 덕수궁길 15",2016-08-12,"21"
"서울",111121,"중구",0.004,0.3,0.006,NA,49,13,"서울 중구 덕수궁길 15",2016-08-12,"22"
"서울",111121,"중구",0.004,0.4,0.004,NA,46,16,"서울 중구 덕수궁길 15",2016-08-12,"23"
"서울",111121,"중구",0.004,0.4,0.004,NA,39,11,"서울 중구 덕수궁길 15",2016-08-12,"24"
"서울",111122,"한강대로",0.004,0.4,0.005,0.031,39,NA,"서울 용산구 한강대로 405",2016-08-12,"01"
"서울",111122,"한강대로",0.004,0.5,0.006,0.026,34,NA,"서울 용산구 한강대로 405",2016-08-12,"02"
"서울",111122,"한강대로",0.004,0.4,0.01,0.019,34,NA,"서울 용산구 한강대로 405",2016-08-12,"03"
"서울",111122,"한강대로",0.004,0.4,0.008,0.019,39,NA,"서울 용산구 한강대로 405",2016-08-12,"04"
"서울",111122,"한강대로",0.004,0.4,0.006,0.019,44,NA,"서울 용산구 한강대로 405",2016-08-12,"05"
"서울",111122,"한강대로",0.004,0.5,0.003,0.024,48,NA,"서울 용산구 한강대로 405",2016-08-12,"06"
"서울",111122,"한강대로",0.004,0.5,0.003,0.03,44,NA,"서울 용산구 한강대로 405",2016-08-12,"07"
"서울",111122,"한강대로",0.004,0.8,0.004,0.034,49,NA,"서울 용산구 한강대로 405",2016-08-12,"08"
"서울",111122,"한강대로",0.005,0.7,0.006,0.04,52,NA,"서울 용산구 한강대로 405",2016-08-12,"09"
"서울",111122,"한강대로",0.004,0.9,0.009,0.048,58,NA,"서울 용산구 한강대로 405",2016-08-12,"10"
"서울",111122,"한강대로",0.004,0.9,0.013,0.041,58,NA,"서울 용산구 한강대로 405",2016-08-12,"11"
"서울",111122,"한강대로",0.006,0.6,0.022,0.055,66,NA,"서울 용산구 한강대로 405",2016-08-12,"12"
"서울",111122,"한강대로",0.006,0.5,0.039,0.05,67,NA,"서울 용산구 한강대로 405",2016-08-12,"13"
"서울",111122,"한강대로",0.005,0.6,0.047,0.07,73,NA,"서울 용산구 한강대로 405",2016-08-12,"14"
"서울",111122,"한강대로",0.005,0.6,0.065,0.07,66,NA,"서울 용산구 한강대로 405",2016-08-12,"15"
