"지역","측정소코드","측정소명","SO2","CO","O3","NO2","PM10","PM25","주소","측정일","측정시간"
"서울",111121,"중구",0.002,0.4,0.022,0.03,5,1,"서울 중구 덕수궁길 15",2016-07-05,"01"
"서울",111121,"중구",0.002,0.3,0.028,0.02,2,2,"서울 중구 덕수궁길 15",2016-07-05,"02"
"서울",111121,"중구",0.002,0.3,0.026,0.017,5,1,"서울 중구 덕수궁길 15",2016-07-05,"03"
"서울",111121,"중구",0.002,0.3,0.015,0.02,6,1,"서울 중구 덕수궁길 15",2016-07-05,"04"
"서울",111121,"중구",0.002,0.3,0.012,0.018,9,2,"서울 중구 덕수궁길 15",2016-07-05,"05"
"서울",111121,"중구",0.002,0.3,0.008,0.019,13,6,"서울 중구 덕수궁길 15",2016-07-05,"06"
"서울",111121,"중구",0.002,0.3,0.004,0.024,21,7,"서울 중구 덕수궁길 15",2016-07-05,"07"
"서울",111121,"중구",0.002,0.5,0.002,0.03,13,9,"서울 중구 덕수궁길 15",2016-07-05,"08"
"서울",111121,"중구",0.002,0.4,0.004,0.03,21,6,"서울 중구 덕수궁길 15",2016-07-05,"09"
"서울",111121,"중구",0.002,0.4,0.006,0.039,6,5,"서울 중구 덕수궁길 15",2016-07-05,"10"
"서울",111121,"중구",0.002,0.4,0.004,0.03,4,4,"서울 중구 덕수궁길 15",2016-07-05,"11"
"서울",111121,"중구",0.002,0.3,0.005,0.022,15,4,"서울 중구 덕수궁길 15",2016-07-05,"12"
"서울",111121,"중구",0.003,0.3,0.005,0.022,19,3,"서울 중구 덕수궁길 15",2016-07-05,"13"
"서울",111121,"중구",0.002,0.3,0.005,0.024,17,5,"서울 중구 덕수궁길 15",2016-07-05,"14"
"서울",111121,"중구",0.002,0.3,0.004,0.024,15,3,"서울 중구 덕수궁길 15",2016-07-05,"15"
"서울",111121,"중구",0.002,0.4,0.003,0.026,18,7,"서울 중구 덕수궁길 15",2016-07-05,"16"
"서울",111121,"중구",0.002,0.4,0.002,0.029,16,5,"서울 중구 덕수궁길 15",2016-07-05,"17"
"서울",111121,"중구",0.002,0.3,0.005,0.028,11,9,"서울 중구 덕수궁길 15",2016-07-05,"18"
"서울",111121,"중구",0.002,0.3,0.009,0.026,18,2,"서울 중구 덕수궁길 15",2016-07-05,"19"
"서울",111121,"중구",0.002,0.3,0.007,0.028,15,5,"서울 중구 덕수궁길 15",2016-07-05,"20"
"서울",111121,"중구",0.002,0.3,0.004,0.031,18,5,"서울 중구 덕수궁길 15",2016-07-05,"21"
"서울",111121,"중구",0.002,0.5,0.003,0.038,18,3,"서울 중구 덕수궁길 15",2016-07-05,"22"
"서울",111121,"중구",0.002,0.5,0.002,0.037,22,10,"서울 중구 덕수궁길 15",2016-07-05,"23"
"서울",111121,"중구",0.002,0.5,0.002,0.036,18,4,"서울 중구 덕수궁길 15",2016-07-05,"24"
"서울",111122,"한강대로",0.003,0.4,0.022,0.028,8,NA,"서울 용산구 한강대로 405",2016-07-05,"01"
"서울",111122,"한강대로",0.004,0.4,0.028,0.017,NA,NA,"서울 용산구 한강대로 405",2016-07-05,"02"
"서울",111122,"한강대로",0.004,0.4,0.025,0.015,NA,NA,"서울 용산구 한강대로 405",2016-07-05,"03"
"서울",111122,"한강대로",0.004,0.3,0.02,0.009,8,NA,"서울 용산구 한강대로 405",2016-07-05,"04"
"서울",111122,"한강대로",0.004,0.3,0.015,0.007,10,NA,"서울 용산구 한강대로 405",2016-07-05,"05"
"서울",111122,"한강대로",0.004,0.3,0.011,0.013,24,NA,"서울 용산구 한강대로 405",2016-07-05,"06"
"서울",111122,"한강대로",0.004,0.4,0.004,0.03,29,NA,"서울 용산구 한강대로 405",2016-07-05,"07"
"서울",111122,"한강대로",0.004,0.5,0.003,0.03,30,NA,"서울 용산구 한강대로 405",2016-07-05,"08"
"서울",111122,"한강대로",0.004,0.6,0.003,0.034,42,NA,"서울 용산구 한강대로 405",2016-07-05,"09"
"서울",111122,"한강대로",0.004,0.7,0.005,0.05,25,NA,"서울 용산구 한강대로 405",2016-07-05,"10"
"서울",111122,"한강대로",0.004,0.6,0.003,0.045,20,NA,"서울 용산구 한강대로 405",2016-07-05,"11"
"서울",111122,"한강대로",0.004,0.6,0.004,0.048,17,NA,"서울 용산구 한강대로 405",2016-07-05,"12"
"서울",111122,"한강대로",0.004,0.8,0.003,0.033,38,NA,"서울 용산구 한강대로 405",2016-07-05,"13"
"서울",111122,"한강대로",0.005,0.6,0.004,0.026,33,NA,"서울 용산구 한강대로 405",2016-07-05,"14"
"서울",111122,"한강대로",0.005,0.6,0.003,0.037,26,NA,"서울 용산구 한강대로 405",2016-07-05,"15"
"서울",111122,"한강대로",0.004,0.7,0.003,0.029,26,NA,"서울 용산구 한강대로 405",2016-07-05,"16"
"서울",111122,"한강대로",0.005,0.7,0.003,0.039,34,NA,"서울 용산구 한강대로 405",2016-07-05,"17"
"서울",111122,"한강대로",0.004,0.6,0.004,0.046,24,NA,"서울 용산구 한강대로 405",2016-07-05,"18"
"서울",111122,"한강대로",0.004,0.6,0.005,0.027,22,NA,"서울 용산구 한강대로 405",2016-07-05,"19"
"서울",111122,"한강대로",0.004,0.7,0.004,0.038,31,NA,"서울 용산구 한강대로 405",2016-07-05,"20"
"서울",111122,"한강대로",0.004,0.6,0.004,0.033,33,NA,"서울 용산구 한강대로 405",2016-07-05,"21"
"서울",111122,"한강대로",0.004,0.6,0.004,0.049,32,NA,"서울 용산구 한강대로 405",2016-07-05,"22"
"서울",111122,"한강대로",0.004,0.7,0.003,0.046,29,NA,"서울 용산구 한강대로 405",2016-07-05,"23"
"서울",111122,"한강대로",0.004,0.6,0.003,0.045,16,NA,"서울 용산구 한강대로 405",2016-07-05,"24"
"서울",111123,"종로구",0.003,0.2,0.032,0.008,2,1,"서울 종로구 종로35가길 19",2016-07-05,"01"
"서울",111123,"종로구",0.003,0.2,0.032,0.006,2,1,"서울 종로구 종로35가길 19",2016-07-05,"02"
"서울",111123,"종로구",0.003,0.2,0.027,0.009,1,1,"서울 종로구 종로35가길 19",2016-07-05,"03"
"서울",111123,"종로구",0.003,0.2,0.019,0.009,4,1,"서울 종로구 종로35가길 19",2016-07-05,"04"
"서울",111123,"종로구",0.003,0.2,0.014,0.01,8,1,"서울 종로구 종로35가길 19",2016-07-05,"05"
"서울",111123,"종로구",0.003,0.2,0.011,0.01,11,2,"서울 종로구 종로35가길 19",2016-07-05,"06"
"서울",111123,"종로구",0.003,0.2,0.006,0.015,12,7,"서울 종로구 종로35가길 19",2016-07-05,"07"
