"지역","측정소코드","측정소명","SO2","CO","O3","NO2","PM10","PM25","주소","측정일","측정시간"
"서울",111121,"중구",0.002,0.3,0.019,0.035,17,8,"서울 중구 덕수궁길 15",2016-07-15,"01"
"서울",111121,"중구",0.002,0.3,0.027,0.021,16,7,"서울 중구 덕수궁길 15",2016-07-15,"02"
"서울",111121,"중구",0.002,0.2,0.028,0.02,10,6,"서울 중구 덕수궁길 15",2016-07-15,"03"
"서울",111121,"중구",0.002,0.2,0.028,0.019,11,7,"서울 중구 덕수궁길 15",2016-07-15,"04"
"서울",111121,"중구",0.002,0.2,0.032,0.014,10,7,"서울 중구 덕수궁길 15",2016-07-15,"05"
"서울",111121,"중구",0.002,0.2,0.022,0.025,13,9,"서울 중구 덕수궁길 15",2016-07-15,"06"
"서울",111121,"중구",0.002,0.3,0.011,0.039,14,4,"서울 중구 덕수궁길 15",2016-07-15,"07"
"서울",111121,"중구",0.002,0.4,0.008,0.043,17,11,"서울 중구 덕수궁길 15",2016-07-15,"08"
"서울",111121,"중구",0.002,0.4,0.014,0.034,26,9,"서울 중구 덕수궁길 15",2016-07-15,"09"
"서울",111121,"중구",0.002,0.3,0.018,0.031,24,8,"서울 중구 덕수궁길 15",2016-07-15,"10"
"서울",111121,"중구",0.002,0.3,0.022,0.032,25,10,"서울 중구 덕수궁길 15",2016-07-15,"11"
"서울",111121,"중구",0.002,0.4,0.023,0.038,19,13,"서울 중구 덕수궁길 15",2016-07-15,"12"
"서울",111121,"중구",0.002,0.3,0.024,0.037,32,13,"서울 중구 덕수궁길 15",2016-07-15,"13"
"서울",111121,"중구",0.002,0.4,0.02,0.043,22,17,"서울 중구 덕수궁길 15",2016-07-15,"14"
"서울",111121,"중구",0.002,0.4,0.02,0.04,27,14,"서울 중구 덕수궁길 15",2016-07-15,"15"
"서울",111121,"중구",0.002,0.5,0.02,0.042,28,13,"서울 중구 덕수궁길 15",2016-07-15,"16"
"서울",111121,"중구",0.002,0.5,0.019,0.047,25,11,"서울 중구 덕수궁길 15",2016-07-15,"17"
"서울",111121,"중구",0.002,0.5,0.011,0.06,28,19,"서울 중구 덕수궁길 15",2016-07-15,"18"
"서울",111121,"중구",0.002,0.4,0.013,0.051,30,13,"서울 중구 덕수궁길 15",2016-07-15,"19"
"서울",111121,"중구",0.002,0.4,0.012,0.051,33,16,"서울 중구 덕수궁길 15",2016-07-15,"20"
