"지역","측정소코드","측정소명","SO2","CO","O3","NO2","PM10","PM25","주소","측정일","측정시간"
"서울",111121,"중구",0.004,0.3,0.025,0.016,26,18,"서울 중구 덕수궁길 15",2016-12-10,"01"
"서울",111121,"중구",0.004,0.3,0.029,0.011,24,17,"서울 중구 덕수궁길 15",2016-12-10,"02"
"서울",111121,"중구",0.003,0.4,0.022,0.017,24,17,"서울 중구 덕수궁길 15",2016-12-10,"03"
"서울",111121,"중구",0.003,0.4,0.017,0.022,22,17,"서울 중구 덕수궁길 15",2016-12-10,"04"
"서울",111121,"중구",0.003,0.4,0.016,0.024,23,17,"서울 중구 덕수궁길 15",2016-12-10,"05"
"서울",111121,"중구",0.003,0.4,0.009,0.031,23,16,"서울 중구 덕수궁길 15",2016-12-10,"06"
"서울",111121,"중구",0.003,0.4,0.005,0.037,26,18,"서울 중구 덕수궁길 15",2016-12-10,"07"
"서울",111121,"중구",0.003,0.4,0.003,0.037,29,21,"서울 중구 덕수궁길 15",2016-12-10,"08"
"서울",111121,"중구",0.004,0.5,0.004,0.04,29,21,"서울 중구 덕수궁길 15",2016-12-10,"09"
"서울",111121,"중구",0.004,0.6,0.007,0.039,36,24,"서울 중구 덕수궁길 15",2016-12-10,"10"
"서울",111121,"중구",0.004,0.6,0.007,0.044,41,29,"서울 중구 덕수궁길 15",2016-12-10,"11"
"서울",111121,"중구",0.004,0.6,0.007,0.045,42,31,"서울 중구 덕수궁길 15",2016-12-10,"12"
"서울",111121,"중구",0.004,0.4,0.012,0.035,38,27,"서울 중구 덕수궁길 15",2016-12-10,"13"
"서울",111121,"중구",0.003,0.4,0.019,0.028,36,26,"서울 중구 덕수궁길 15",2016-12-10,"14"
"서울",111121,"중구",0.003,0.4,0.017,0.03,40,29,"서울 중구 덕수궁길 15",2016-12-10,"15"
"서울",111121,"중구",0.003,0.4,0.019,0.028,39,25,"서울 중구 덕수궁길 15",2016-12-10,"16"
"서울",111121,"중구",0.003,0.3,0.021,0.025,34,23,"서울 중구 덕수궁길 15",2016-12-10,"17"
"서울",111121,"중구",0.003,0.3,0.02,0.027,32,21,"서울 중구 덕수궁길 15",2016-12-10,"18"
"서울",111121,"중구",0.003,0.4,0.013,0.034,31,19,"서울 중구 덕수궁길 15",2016-12-10,"19"
"서울",111121,"중구",0.003,0.4,0.007,0.04,36,22,"서울 중구 덕수궁길 15",2016-12-10,"20"
"서울",111121,"중구",0.004,0.5,0.007,0.041,37,21,"서울 중구 덕수궁길 15",2016-12-10,"21"
"서울",111121,"중구",0.004,0.4,0.015,0.028,39,25,"서울 중구 덕수궁길 15",2016-12-10,"22"
"서울",111121,"중구",0.004,0.4,0.022,0.02,39,25,"서울 중구 덕수궁길 15",2016-12-10,"23"
"서울",111121,"중구",0.004,0.3,0.024,0.018,29,19,"서울 중구 덕수궁길 15",2016-12-10,"24"
"서울",111122,"한강대로",0.005,0.5,0.018,0.028,40,NA,"서울 용산구 한강대로 405",2016-12-10,"01"
"서울",111122,"한강대로",0.005,0.5,0.017,0.025,19,NA,"서울 용산구 한강대로 405",2016-12-10,"02"
"서울",111122,"한강대로",0.004,0.5,0.015,0.031,42,NA,"서울 용산구 한강대로 405",2016-12-10,"03"
"서울",111122,"한강대로",0.005,0.5,0.012,0.032,20,NA,"서울 용산구 한강대로 405",2016-12-10,"04"
