"지역","측정소코드","측정소명","SO2","CO","O3","NO2","PM10","PM25","주소","측정일","측정시간"
"서울",111121,"중구",0.005,0.3,0.003,0.027,47,27,"서울 중구 덕수궁길 15",2016-07-25,"01"
"서울",111121,"중구",0.005,0.3,0.003,0.024,46,32,"서울 중구 덕수궁길 15",2016-07-25,"02"
"서울",111121,"중구",0.005,0.2,0.006,0.023,42,34,"서울 중구 덕수궁길 15",2016-07-25,"03"
"서울",111121,"중구",0.004,0.1,0.017,0.011,24,20,"서울 중구 덕수궁길 15",2016-07-25,"04"
"서울",111121,"중구",0.003,0.2,0.016,0.011,38,25,"서울 중구 덕수궁길 15",2016-07-25,"05"
"서울",111121,"중구",0.004,0.2,0.014,0.016,29,29,"서울 중구 덕수궁길 15",2016-07-25,"06"
"서울",111121,"중구",0.005,0.2,0.005,0.025,42,32,"서울 중구 덕수궁길 15",2016-07-25,"07"
"서울",111121,"중구",0.005,0.4,0.004,0.029,44,33,"서울 중구 덕수궁길 15",2016-07-25,"08"
"서울",111121,"중구",0.005,0.3,0.008,0.029,33,31,"서울 중구 덕수궁길 15",2016-07-25,"09"
"서울",111121,"중구",0.005,0.3,0.01,0.029,36,25,"서울 중구 덕수궁길 15",2016-07-25,"10"
"서울",111121,"중구",0.005,0.3,0.016,0.026,38,35,"서울 중구 덕수궁길 15",2016-07-25,"11"
"서울",111121,"중구",0.004,0.3,0.02,0.024,45,34,"서울 중구 덕수궁길 15",2016-07-25,"12"
"서울",111121,"중구",0.003,0.2,0.025,0.026,51,38,"서울 중구 덕수궁길 15",2016-07-25,"13"
"서울",111121,"중구",0.003,0.2,0.039,0.022,39,25,"서울 중구 덕수궁길 15",2016-07-25,"14"
"서울",111121,"중구",0.003,0.2,0.055,0.026,39,32,"서울 중구 덕수궁길 15",2016-07-25,"15"
"서울",111121,"중구",0.004,0.2,0.044,0.026,60,39,"서울 중구 덕수궁길 15",2016-07-25,"16"
"서울",111121,"중구",0.003,0.2,0.04,0.024,40,32,"서울 중구 덕수궁길 15",2016-07-25,"17"
"서울",111121,"중구",0.003,0.2,0.029,0.028,44,25,"서울 중구 덕수궁길 15",2016-07-25,"18"
"서울",111121,"중구",0.003,0.2,0.021,0.028,34,23,"서울 중구 덕수궁길 15",2016-07-25,"19"
"서울",111121,"중구",0.004,0.2,0.012,0.034,38,29,"서울 중구 덕수궁길 15",2016-07-25,"20"
"서울",111121,"중구",0.005,0.2,0.003,0.039,48,19,"서울 중구 덕수궁길 15",2016-07-25,"21"
"서울",111121,"중구",0.004,0.2,0.002,0.037,46,28,"서울 중구 덕수궁길 15",2016-07-25,"22"
"서울",111121,"중구",0.004,0.2,0.003,0.035,41,18,"서울 중구 덕수궁길 15",2016-07-25,"23"
"서울",111121,"중구",0.003,0.2,0.004,0.031,41,29,"서울 중구 덕수궁길 15",2016-07-25,"24"
"서울",111122,"한강대로",0.004,0.6,0.003,0.033,46,NA,"서울 용산구 한강대로 405",2016-07-25,"01"
"서울",111122,"한강대로",0.004,0.5,0.003,0.03,46,NA,"서울 용산구 한강대로 405",2016-07-25,"02"
"서울",111122,"한강대로",0.004,0.4,0.009,0.023,36,NA,"서울 용산구 한강대로 405",2016-07-25,"03"
"서울",111122,"한강대로",0.004,0.3,0.014,0.015,36,NA,"서울 용산구 한강대로 405",2016-07-25,"04"
"서울",111122,"한강대로",0.004,0.4,0.011,0.021,39,NA,"서울 용산구 한강대로 405",2016-07-25,"05"
"서울",111122,"한강대로",0.004,0.5,0.007,0.032,50,NA,"서울 용산구 한강대로 405",2016-07-25,"06"
"서울",111122,"한강대로",0.005,0.4,0.004,0.035,45,NA,"서울 용산구 한강대로 405",2016-07-25,"07"
"서울",111122,"한강대로",0.005,0.6,0.003,0.053,57,NA,"서울 용산구 한강대로 405",2016-07-25,"08"
"서울",111122,"한강대로",0.005,0.6,0.005,0.041,61,NA,"서울 용산구 한강대로 405",2016-07-25,"09"
"서울",111122,"한강대로",0.005,0.6,0.006,0.047,54,NA,"서울 용산구 한강대로 405",2016-07-25,"10"
"서울",111122,"한강대로",0.005,0.7,0.01,0.039,53,NA,"서울 용산구 한강대로 405",2016-07-25,"11"
"서울",111122,"한강대로",0.005,0.7,0.012,0.052,55,NA,"서울 용산구 한강대로 405",2016-07-25,"12"
"서울",111122,"한강대로",0.005,0.6,0.019,0.053,62,NA,"서울 용산구 한강대로 405",2016-07-25,"13"
"서울",111122,"한강대로",0.005,0.5,0.028,0.055,46,NA,"서울 용산구 한강대로 405",2016-07-25,"14"
"서울",111122,"한강대로",0.005,0.6,0.032,0.076,59,NA,"서울 용산구 한강대로 405",2016-07-25,"15"
"서울",111122,"한강대로",0.005,0.6,0.032,0.06,66,NA,"서울 용산구 한강대로 405",2016-07-25,"16"
"서울",111122,"한강대로",0.005,0.6,0.023,0.055,36,NA,"서울 용산구 한강대로 405",2016-07-25,"17"
